board,title,content,time
Gossiping,Re: [新聞]世界最長！平潭跨海公鐵大橋今通車　「京,"  結論 符合中國一貫態度 你的海峽是國際海峽 我的海峽是內水  先不論工程能力跟品質 黑水溝大橋根本就不可能 你還要過美日韓這幾關 搞外宣看能騙幾個是幾個  別當作笑話 真的有長輩想要統一蓋大橋 無知無腦到這種程度 真的遇到也只能笑笑     2018/03/14, 國際 海南島跨海大橋蓋不成，就怪中國自己對國際法有兩套標準 黎蝸藤  我們想讓你知道的是  中國在這個問題上如果採用雙重標準，就難免讓國際質疑。中國強調「世界是通的」，就 不能「別人的地方是通的」，而「自己的地方就不能通」。  今年春節後期，由於中國海南海口附近發生大霧，擺渡瓊州海峽的渡海輪船暫停運行。很 多從中國到海南自駕遊的汽車，返程時都在海南島上「望洋興歎」，長長的車龍好幾天才 徹底疏散。這又引發海南島是否要建跨海大橋之爭議。  事實上，提出在海南島與雷州半島之間建立跨海大橋已有二十多年之久。2009年，原鐵路 部、交通運輸部、海南省、廣東省聯合向中國國家發展改革委員會申請項目立項，媒體已 經報導「中國將在瓊州海峽興建第一座公鐵兩用跨海大橋。」但到了2017年，發改委決定 暫緩立項。海南跨海工程面臨的問題甚多，包括工程技術、環境保護、資金來源、經濟效 益等方方面面。但除此之外，一個比較少討論但未必沒有被當局考慮過的問題，就是國際 法上的疑慮。  根據中國1992年頒布的《中華人民共和國領海及毗連區法》，中國使用直線基線法劃定領 海基線。1996年，中國頒佈第一批77個領海基點，整個瓊州海峽都在領海基線以内，也就 是說，瓊州海峽被視為內水。      毋庸置疑，一個水域的國際法屬性是否可以被一國自行定義必然可能帶來爭議。尤其 在國際法上，瓊州海峽可以被視為國際海峽。  根據《聯合國海洋法公約》（以下簡稱《公約》）中專門制定了「用於國際航行的海峽」 這個章節，並為其度身訂做了「海峽過境通行權」。根據《公約》第37條，國際海峽的定 義是「在公海或專屬經濟區的一個部分，和公海或專屬經濟區的另一部分之間的用於國際 航行的海峽。」定義故意留下模糊之處，也沒有列舉出哪些水道屬於國際海峽。但一般認 爲：地理因素、法律因素、及功能因素都是認定國際海峽的條件。  瓊州海峽顧名思義就是地理意義上的海峽。它的西側連接北部灣，是中國與越南共享的國 際水域；東側連接南中國海，同樣是國際水域，也完全符合國際海峽的法律屬性。在功能 上，瓊州海峽也用於國際航運，從越南出口到中國的煤礦很多就通過瓊州海峽。  當然，某個水道在多大程度上被國際使用，一向是各國爭論某個水道是否具備功能因素的 焦點。2016年，中國軍艦穿越日本的「吐噶納海峽」，中國認爲該水道是國際海峽，日本 就反駁，歷史上幾乎沒有什麽國際船舶在吐噶喇海峽航行。  上世紀70、80年代，第三次聯合國海洋會議正在談判國際海峽的規則時，美國彙編了一本 有關美國在國際海峽問題上的立場的手冊，其中列舉了245條被視為國際海峽的水道並畫 出地圖，其中就包括瓊州海峽（也包括日本的吐噶納海峽）。  在談判過程中，這份列表被廣泛引用。雖然《公約》沒有列出應該被視為國際海峽的水道 ，這份列表也沒有正式的國際法效力，但其認知性是相當高的。中國把瓊州海峽列為內水 後，美國國務院出版的《過分的海洋要求》（The Excessive Maritime Claim）中也把中 國對瓊州海峽的主張列為過分的要求，不承認其內水的地位。  國際法判例上有關何為國際海峽的判例不多，但原則上支持對國際海峽行寬廣的解釋。  案例上以1949年英國與阿爾巴尼亞關於科孚水道（Corfu Channel）的爭議最具典型性。 科孚水道位於阿爾巴尼亞與隸屬希臘的科孚島之間。阿爾巴尼亞在水道自己領海一側佈下 水雷，英國戰艦通過該水道時觸雷。英國起訴，國際法庭最後判決該水道為國際海峽，阿 爾巴尼亞在該處（即便是在領海内）佈雷妨礙航海自由。  其實，該水道並非常用的國際水道，對繞過其小島的路線，所縮短的航程也很有限。較之 瓊州海峽，無論地理原則、重要性、還是便利度都更算不上國際海峽。雖然科孚水道兩側 隸屬不同國家，與瓊州海峽不能類比。但中國專家在論證吐噶喇海峽是國際海峽的時候， 也同樣引用了科孚水道的例子。可見，如果不持雙重標準的話，若擺上國際法庭，瓊州海 峽很大機會也會被視為國際海峽。  在國際海峽建起跨海大橋，就有可能違反《公約》中的有關航海自由的規定。事實上，國 際上提出在國際海峽上興建跨海大橋的計劃不少，但大多面臨重大爭議。  最有代表性的是上世紀90年代初，芬蘭反對丹麥要在位於波羅的海通往北海的必經之路— —丹麥的大貝爾特海峽（Great Belt Strait）上建大橋的案例。芬蘭認爲，丹麥在國際 海峽上建大橋，妨礙航海自由。丹麥則認爲，它設計的大橋清空高度為65公尺，已經足以 讓船隻通過。芬蘭再反駁，即便這個高度能讓現時的船隻通過，但難保以後船隻不比這個 65公尺高，所以這樣起大橋還是妨礙航海自由。芬蘭把丹麥告到國際法庭，但最後丹麥給 了芬蘭一筆賠償金，兩國達成和解。  隨後，丹麥與瑞典計劃在波羅的海通往北海的另一條通道松德海峽（Øresund）上建大橋 ，以連接哥本哈根與馬爾默，又遭到國際反對。最後，大橋方案改爲了橋樑加隧道方案， 在海峽中央一小島到瑞典大陸的一段水道用隧道，維持水道開放，才平息國際爭議。此外 ，麻六甲海峽大橋、巽他海峽大橋都受到批評而無法立項。（參考Hugo Caminos& Vincent P. Cogliati-Bantz（Ed）The Legal Regime of Straits: Contemporary Challenges and Solutions, Chapter 9 「Striking a balance between the sovereignty of Statesbordering straits and the right of transit」）  中國當然大可不顧國際法原則，堅持瓊州海峽為內水。但這對中國的國家戰略的負面影響 不可輕視。首先，不顧國際法原則地行單邊主義，本身就是對中國推行「全球化」，強調 「中國是負責任的大國」的背離。其次，中國在實施其海洋強國的目標時，又多次強調利 用「國際海峽通行權」，進出其他國家的水道。最主要的例子有兩個。 第一是日本群島與琉球群島之間的各水道  中國需要利用這些海峽進出太平洋。因此必須保證日本維持水路的暢通。除此之外，中國 還希望通過「國際海峽通行權」，避過「無害通過」對武裝船隻所做出的限制（比如在無 害通過時，潛艇必須上浮），也可以無限接近日本沿岸方便刺探情報。  中國還認爲，除了日本法律定出的五條國際海峽外，其他群島間的水道也是國際海峽，中 國統一有國際海峽通行權。上述2016年中國情報艦在日本吐噶納海峽附近進入日本領海的 事件中，中國強調自己行使的是「國際海峽通行權」而不是「無害通過」，雖然吐噶納海 峽並不在日本定義的五條國際海峽之内。 第二是美國的阿拉斯加島鏈中的各水道  中國最近發表了北極政策白皮書，要打造「冰上絲綢之路」。但中國與北冰洋不靠邊，必 須通過美俄共同控制的白令海峽。在通過白令海峽之前，從北太平洋進入白令海，還要先 穿越美國控制的阿拉斯加阿留申群島之間的諸水道。  如果美國以這些水道是美國的領海為由，不讓中國通過的話，中國的冰上絲綢之路就被攔 腰截斷了。即便美國讓中國「無害通過」，也不能滿足中國的需求。比如，2015年9月， 中國戰艦穿越塔納加水道（Tanaga Passage）從白令海進入北太平洋。美國認爲中國行使 了無害航行，但中國強調自己行使了「國際海峽通行權」。  這些事例，都説明中國非常需要國際海峽的暢通。但中國在這個問題上如果採用雙重標準 ，就難免讓國際質疑。中國強調「世界是通的」，就不能「別人的地方是通的」，而「自 己的地方就不能通」。  以此看來，在瓊州海峽起跨海大橋，確實有國際法上的疑慮。在「中國崛起」的關頭，這 些動作會引起比平時更大的反響。對追求全球霸權的中國來説，未免得不償失。或許，過 海隧道或者至少大橋加隧道的方案更可行，但這樣可能會帶來額外的工程資金的困難。看 來，在瓊州海峽起大橋的方案會被繼續擱置。 延伸閱讀      中國軍艦進入日本領海的多重意義（上）：張冠李戴的「吐噶喇海峽」     中國軍艦進入日本領海的多重意義（下）：只遵守「自己説了算的國際法」  責任編輯：羅元祺 核稿編輯：翁世航   ",2020-05-01 10:08:35
Gossiping,Re: [新聞] 美國點名台積電赴美設廠 半導體業：美國,  可以啊 google工程師也是隨傳隨到啊 自己單位的服務出了包自己負責啊  也是要週末帶包乖乖 去公司輪班 求耶穌基督佛祖上帝阿拉保佑  薪水二十萬美金到三十萬左右    沒有找不到願意輪班的美國工程師 只有給不出輪班薪水的公司   共勉之~   : 員工5萬多名中，生產與研發人力仍達八成上下，美國缺工程訓練的人才，且素質、團隊 : 紀律與吃苦耐勞也無法跟台灣工程師相比，台積電去美國投資設廠，如何找到足夠上千名 : 工程人力，供應鏈廠商是否會跟著齊聚？晶圓廠又24小時生產運轉，任何設備半夜出問題 : ，台灣工程師無論是台積電自己工程師、供應商工程師隨傳隨到，沒日沒夜投入無塵室改 : 善良率，美國工程師重個人與家庭生活，怎可能隨傳隨到？東西文化差異懸殊。 : 此外，美國薪資成本高，業界表示，美國矽谷跟製造有關的工程師，年薪約達7、8萬美元 : ，軟體工程師起薪更達12萬美元，台積電薪資水準在台灣屬高薪，基層工程師年薪包括分 : 紅約達120到150萬元，約為4到5萬美元，相較美國仍較低，也就是說，台積電到美國設廠 : 除非調度台灣工程師前往，否則，還要多花近一倍薪資找美國工程師，且不如台灣工程師 : 「耐操」。 : 人力成本對自動化高的晶圓廠約僅占10%到15%成本，真正昂貴的是設備成本，業界指出， : 台積電在台灣北中南皆投資設廠，生產規模大，晶圓投產可彈性調度，機台設備可充分發 : 揮效益，相對若到美國投資設廠，單一廠區能否使每台機台設備達最高生產效益，供應鏈 : 包括矽智財、材料、設備與封測等都可就近支援，這恐怕也是台積電評估重點。 : 5.完整新聞連結 (或短網址): : ※ 當新聞連結過長時，需提供短網址方便網友點擊 :  : 6.備註: : ※ 一個人一天只能張貼一則新聞，被刪或自刪也算額度內，超貼者水桶，請注意   ,2020-05-12 07:53:08
Gossiping,[問卦] 請問看到有人買大量口罩然後寄出國，是, 是這樣的，本宅的親友一心向中國 每天買幾百幾千個口罩寄到中國去說要援助祖國 我自己口罩都買不到不夠用了， 看了就覺得很無言 但又不曉得這除了理性勸說以外還有沒有其他方法可以改善 然後看到新聞說禁止攜帶五盒口罩出國 想說他都用寄的根本管不到呀 像這種漏洞沒其他方式制止了嗎？ 有沒有卦？   ,2020-01-27 22:45:19
Gossiping,[問卦] SF online 最經典的地圖是什麼, 乳題  幾年前風靡一時的SF  最經典的地圖是什麼？  小弟覺得是澎湖外島  記得有一次一開場小弟就拿小刀一路衝上去海龍號完全沒遇到人 就贏了 夠扯   ,2020-02-25 20:05:31
Gossiping,[新聞]邱毅：台灣政治不能碰了！我還是安靜終老,  1.媒體來源: ※ 例如蘋果日報、自由時報（請參考版規下方的核准媒體名單） 新聞雲  2.記者署名 ※ 沒有在這打上記者署名的新聞會被水桶14天 編輯非記者 ※ 外電至少要有來源或編輯 如:法新社 黃 禾  3.完整新聞標題: ※ 標題沒有完整寫出來 -> 依照板規刪除文章 503字罵爆蔡英文　邱毅：台灣政治不能碰了！我還是安靜終老   4.完整新聞內文: ※ 社論特稿都不能貼！違者刪除（政治類水桶3個月)，貼廣告也會被刪除喔！可詳看版規 2020大選結果出爐，總統蔡英文以800萬餘票高票當選。針對大選結果，落選的新黨不分 區立委候選人邱毅稍早在臉書上以503字痛罵蔡英文並直言，「台灣政治已經不能碰了」 、「我奮鬥了一生，已經累了、倦了、乏了，不能再力挽狂瀾了，還是安安靜靜的養老終 老吧！」  針對大選結果，邱毅首先表示，雖令人錯愕，也看清楚一些現象的真實，第一，台灣已經 沒有了是非黑白，「再談公平正義的只是儍瓜的行徑而已，所以，博士是假冒的無所謂。 畜養暗黑網軍霸凌人、踐踏人也無所謂。貪污腐化詐領公帑，更加無所謂。捏造假共諜案 ，製造綠色恐怖，當然也沒有人敢反對抗拒」。  其次，邱毅指出，台灣已經沒有討論「兩岸統一」的空間，不接受台獨或獨台，堅持統一 信念，「那怕你有再大的政治魅力，或為台灣人民做了再多的建樹，一樣註定要在政治場 域裏被淘汰」；第三，台灣已進入一個日趨下流的媚俗社會，沒有什麼叫對的、正確的， 「必須迎合一些年輕人的癖好，如支持同性婚姻合法化，支持廢除死刑等，若不與污濁的 逆流同行，你將成為被攻擊的落伍象徵」。  邱毅再指，台灣不僅是雙重標準，且是沒有標準，蔡英文多少弊案被揭露出來，有許多甚 至是鐵證如山，但她是「辣台妹」、「台獨女皇」，所以什麼都傷不了她分毫，而一堆「 假消息」攻擊抹黑韓國瑜，卻是如影隨形的糾纏不休，有理説不清，整個言論巿場全被暗 黑網軍或被收買的媒體、名嘴所操控。  邱毅直言，台灣政治已經不能碰了，台灣未來的前途，就由蔡英文帶著廢青走向衰亡吧， 「我奮鬥了一生，已經累了、倦了、乏了，不能再力挽狂瀾了，還是安安靜靜的養老終老 吧！」  5.完整新聞連結 (或短網址): ※ 當新聞連結過長時，需提供短網址方便網友點擊   6.備註: ※ 一個人一天只能張貼一則新聞，被刪或自刪也算額度內，超貼者水桶，請注意   ,2020-01-12 10:12:38
Gossiping,[問卦] 有沒有疫情各行業快過不下去的八卦?, 這波疫情感覺會延續到7-8月， 大家都待在家裡防疫，不論國內外旅遊想必已經被取消、損失好幾波了  根本旅遊淡季中的淡淡季， 甚至有人開始通旅行業旅遊優惠XD          想問問各位民間的大家這次疫情還有好好的嗎?   ,2020-03-02 21:07:02
Gossiping,[問卦] 還我吸管,  剛剛去711才發現已經不提供吸管了  搞毛  海龜鼻子裡的吸管根本不是吸管的問題  是為什麼吸管會跑到海裡吧  是不是搞錯重點？  可不可以還我吸管   - ,2019-12-21 21:30:11
Gossiping,Re: [新聞] 孫大千拿慶富案四問Wecare：遇陳菊就裝, ※ 引述《yahe0526 (有一種預感 發廢文好難)》之銘言： : 孫大千拿慶富案四問Wecare：遇陳菊就裝睡? : 4.完整新聞內文: : ※ 社論特稿都不能貼！違者刪除（政治類水桶3個月)，貼廣告也會被刪除喔！可詳看版規 : 高雄銀行放貸給慶富承作獵雷艦聯貸履約保證金，爆出內部會議紀錄涉偽造，高銀董事長 : 朱潤逢昨天受訪坦言會議程序有瑕疵。對此，國民黨總統候選人韓國瑜競辦副執行長孫大 : 千四問Wecare高雄發起人尹立，要他回應外界對於慶富案與陳菊市府的質疑。 : 孫大千詢問尹立，當時高雄銀行的高層人事是否都由前市長陳菊市府團隊所任命決定？以 : 及說明主持常董會的高銀前董事長陳統民為什麼既未徵詢出席者意見，也未宣讀決議，就 : 直接在會議紀錄上書面記載「經主席徵詢全體出席常董無異議，照案通過」。 : 孫也質疑，由於負債比逐年升高，慶富公司從2011年至2013年連續三年的財報都被會計師 : 出具保留意見。為什麼高銀內部訪查後，對慶富公司「營收有無異常」和「近期營運有無 : 異常」等項目，卻都勾選「無」，讓申貸案一路快速通關。 : 最後，孫大千認為，高雄銀行的放貸審核時間，一般差不多要兩周。針對體質嚴重不良的 : 公司，竟然只花了4天的時間，又有誇張的會議程序瑕疵，Wecare認為其中是否有不當護 : 航呢？Wecare總不會遇到韓國瑜的時候，就在乎高雄市，遇到陳菊的時候，就裝傻裝睡了 : 吧。 罷免草包  藍色媒體是用政治利益來打 1.誣指罵韓是為了奪取自身利益   簡單說就是有人之後會出來競選高雄市長 2.把戰場轉移到陳菊時期  試圖轉移焦點   可是他們忽略了  陳其邁輸已經是高雄人對於DPP執政不滿宣洩了  被騙一次  是善良 被騙兩次  就是愚蠢  希望明年大家智力測驗順利過關 .................................... 大家可以密切注意高雄市負債 原先喊陳菊三千億  最近已經加碼到三千多億了 陳菊默默又多舉債了XD   ,2019-12-28 12:41:20
Gossiping,[問卦] 排隊買口罩, 一直撐著用，終於口罩用完了，今天6點多來排口罩，因為今天單雙都能排，人多了一點 ，不過這都還好，我無法理解，在我前後的婆婆媽媽們，不戴口罩也就算了，大家還開始 聊了起來，前後左右互相聊天，遇到晚來的鄰居，你還隔街互相對話，我真的想說，他媽 的，你當作來排禮券嗎？這真的是群聚感染的最高峰，搞不懂這些人的心態是什麼!!   ,2020-02-09 07:55:04
Gossiping,Re: [問卦] 和中國學生妹交往, ※ 引述《moonchaser (丁特爸爸的嬰靈戰車)》之銘言： : ※ 引述《aa0000000000 (...)》之銘言： : : 看起來像是因應少子化 : : 台灣的大陸學生妹好像越來越多 : : 高中或大學都有陸生交流 : : 請問和大陸女生交往會發生哪些事情 : : 陸妹的家境都不好嗎?(來台唸書) : : 台灣男生的口音、用詞會不會變成北京腔 : : 最後結婚要怎舉辦 : : 有八卦嗎 : : 謝謝 : 本老魯肥宅以前有個死黨就是跟陸生交往， : 剛好可以回答一下。 : 會發生哪些事？ : 這要看大陸妹子從哪個地方來， : 如果是北、上、廣，這種妹子比台女更公主，  原則上如果遇到的是京上的女孩 不用考慮結婚 因為岳母超難搞 經濟要求很大 女兒是鍍金的  : 吃飯出遊要AA就是立馬分手， : 情人節、聖誕節、七夕等各種節日都要慶祝， : 且因為中國過去一胎化和僵固的戶籍政策， : 導致北、上、廣的妹子（或說戶口）是很值錢的， : 一輩子肯定也不乏外地追求者， : 你要跟這種妹子交往是很困難的， : 人家搞不好還嫌棄你窮酸。 : 但如果不是北、上、廣的妹子， : 我覺得個性上會比台女更好相處。 : 如果說到家境， : 會來台灣唸書的，家境都不會太差喇， : 特別是北、上、廣， : 因為家境不好的， : 搞不好連來台灣唸書的本錢和動機都沒有， : 上不了大學都有可能。 : 和大陸妹子相處久了， : 口音不會變， : 但有些說話方式會改變是真的， : 像是企業會唸成「ㄑㄧˇ業」， : 複雜會唸成「ㄈㄨˇ雜」， : 但口音是相對的， : 對方影響你，你也會影響對方， : 所以日子久了對方的北京腔也會慢慢減弱。 : 談到結婚， : 中國無論是城市或是鄉村， : 老一輩的結婚觀念依然停留在台灣上個世紀， : 如果你和大陸妹子交往， : 一定會被對方家長逼著快點結婚、生小孩， : 在他們長輩的世界觀， : 晚婚（30歲以後）、不婚主義、頂客族都是邪魔歪道， : 如果最後走到結婚這一步， : 北、上、廣買人家女兒（聘金）是很貴的， : 至少要先在當地有一套房子（男方出）， : 女方則要出裝修費用， : 但如果是台灣來的，基本上所有條件都好談， : 我有遇過連聘金都沒給就結婚的， : 但在農村就要遵循一切禮俗。  非出自京上廣的女孩不錯 真心 也至少有一定的比例上在經濟、能力上擁有優勢  再則，每次講一些鬼或神的 唬得對方一愣一愣的 也不錯玩  : 談到國家觀念， : 如果你是比較傾向「一邊一國」的觀念， : 而不是「一個也不能少」的跪舔思想， : 就盡量不要談到政治， : 這一定起衝突！！ : 但如果大陸妹子不是黨員， : 你可以試著跟她講道理， : 如果站在互相尊重的態度， : 對方也會試著理解台灣這塊土地， : 但如果對方是黨員或幹部子弟， : 基本上就沒救了。 : 就這樣  這個問題 哥試過很多次 有一次還在餐桌上跟崑山公安二把手聊過一邊一國 對方也很認同  也試著跟一般女生談過 也沒遇到所謂台灣就是中國的講法 其實我覺得這真的是看人的 = =   ,2019-12-24 10:56:03
Gossiping,[問卦] 台灣有能力7天蓋出一座醫院嗎, 安安  八卦 土木工程師 建商老闆  晚安  貼心提醒 出門戴口罩 多加洗手 有類似武漢肺炎症狀請撥1922  如題  我阿肥啦  是這樣的  看對面淪陷區  花了7天蓋出了一座醫院  先不論會不會倒塌 或是醫療器材夠不夠  同樣狀況下  在台灣能夠7天內搞出一座符合台灣法規的醫院嗎  台灣的建商那麼多  醫療也是世界前3的水準  如果動用國家力量 不計成本 台灣也能7天蓋出醫院嗎   ,2020-01-26 23:23:07
Gossiping,Re: [新聞] 賴香伶盼口罩每周能買7片 蘇未正面回, ※ 引述《aass5566 (挑戰國考第5年)》之銘言： : : 口罩本來就不夠  嘴這個問題真的很沒意義 : : 畢竟蘇貞昌當初說一個月增產到一千萬片 : : 連國軍弟兄都催落去了 : : 大家都共體時艱忍耐到這個時候了  10天以後就一個月就會一千萬片了 : : 到時候就會有足夠的量不會買不到了 : : 就不能多忍耐一下嗎? : : 手上現有的穿個10天忍耐忍耐啦 : 大家不覺得政府這次針對口罩的問題是神操作嗎？ : 口罩數量本來就不夠 : 但最重要的是要確保醫療人員都要有口罩可以用 : 其他人有也可以沒有也可以 : 這時候行政院長出來說口罩絕對夠用 : 可以有效阻止一堆人掃貨口罩 : 等平常人發現口罩買不到的時候 : 就代表了醫療人員都有足夠的口罩可以用了 : 然後再逐漸擴大產能到1000萬片 : 等疫情加溫的時候 口罩產能也剛好可以遞補上 : 對於疫情發展/口罩需求/產能計畫... : 第一時間行政院長出來說口罩絕對夠用 : 不管是不是事實 : 但絕對是完全正確 神乎其技的一步 先說結論 政府沒有說謊，且沒造假 首先 口罩夠用這句話來分析  第一，夠是怎麼定義，每個人夠不夠用的定義不同，有些人沒屯個200片都會怕，有些人 只要庫存10片就安心了。所以夠這東西就很難定義，如果政府的夠是指「醫護人員都有」 那麼就沒說謊。  第二政府說不久後日產能千萬片，這個也不會說謊，縱使你再不爽民進黨政府，我們終究 是個民主自由共和的國家，在這種體制下政府不能在數字上造假，不然這個能造成某些官 員政治性死亡。就好像馬英九和蔡英文以前愛互相靠北對方數據治國，數字上有不同解釋 權（如同剛剛說的「口罩足夠」）但數字不會改變，高達八成的成功率能解釋為五個裡面 就有一個失敗，兩者意義一樣但感覺不同。  真要說敢在數字上造假的垃圾政治家我還真遇過，就是韓國瑜 韓國瑜他愛喊的3000億債務，事實上只有2400億，四捨五入根本不會到3000億，假設韓沒 被罷免，只要他四年內還個一些錢，中天新聞就可以發布一篇「執政四年，國瑜斯坦債務 剩2350億元」來造出韓還了600億元債務的假象 甚至他根本不必還錢，一直舉債到2600億，也能塑造出還了400億元的假象， 不過南部人就蠢難怪他能選上。   ,2020-02-19 03:06:43
Gossiping,[問卦] 東大特訓班二真的會有坂道成員嗎?,            大家好 好的中國武漢肺炎      今天因為白石麻衣不能畢業了 沒梗 休息一天       但是依然來問一點跟坂道有關的       那個羅馬人阿部寬的神劇 東大特訓班2 (龍櫻 2       15年前捧出了山下智久.新垣結衣.長澤雅美.小池徹平       那麼2020的龍櫻二要找誰來當老師和學生 ?      除了主流演員(濱邊美波.清原果耶)以外 很多人點名坂道系的       老師找西野七瀬可以嗎? 還是要白石麻衣 ?      學生應該是小坂菜緒.平手友梨奈.今泉佑唯 如果要有說服力就找原田葵或者影山優佳     (因為是學霸學生)      有沒有八卦?         我老婆                  ,2020-04-28 23:59:28
Gossiping,[問卦] 台北是全世界T最多的城市嗎？, 台北路上逛街真的是常常能遇見T，能見度很高  尤其是很多穿著休閒理平頭的，年紀在35以上的中年T  中南部這類型有點年紀的中年T就相對少見  比較常看到染金髮在清心搖飲料的年輕T  不知道是不是台北的環境相對友善包容，所以T到了一定年紀都往台北擠   我看國外也有很多陽剛的女同性戀  也不會像台灣的T硬要剃平頭綁束胸  然後常常一副跩個二五八萬的態度  之前就遇過中年T在超商買個菸也要大聲叫囂店員手腳慢，把錢丟在桌上拿了菸就走人  不知道他們對於男性形象的想像有什麼誤會   有沒有台北是全世界最多T的城市的八卦？   ,2020-05-16 04:12:49
Gossiping,Re: [問卦] 聽到草莓牛奶知道不是飲料的都幾歲了？, ※ 引述《Kohlberg (宇智波騙你)》之銘言： : 4這樣紙啦 : 今天上班 旁邊的妹子說了一句草莓季又來了好想去採草莓來打草莓牛奶唷！ : 旁邊一位前輩聽到便露出一抹有點奇妙微笑的說 : 草莓牛奶喔～我以前也很喜歡啦，不過現在口味變了 : 看到幾個男同事在那邊憋笑 : 事後我才知道怎麼回事 : 請問聽到草莓牛奶不會想到是飲料的都幾歲了？  苺みるく QQ  她的身高是157喔  那邊有點太黑 不過沒事 可愛就好>///<  希望她現在在天上過得幸福快樂  再也不會有人覺得她很丟臉 很噁心了  QQ      ,2019-11-18 00:36:21
Gossiping,[新聞] 彰化和美拒基地台原始人生活有解？ 將開, 2020-05-10 15:17 聯合報 / 記者林敬家／彰化即時報導  彰化和美拒基地台原始人生活有解？ 將開里民大會表決去留  彰化縣和美鎮柑井里民因電磁波危害健康疑慮，要求三家電信公司在里內共同設置的一處 基地台拆除，業者在協調不成下，從本月6日中午開始斷訊，估計至少千餘用戶電話及網 路都不通，和美鎮長阮厚爵表示，有民眾建議基地台移到納骨塔第二靈安堂旁的空地，他 雖贊成但仍需由鄉民代表會同意才可行。  這處基地台緊鄰和美鎮殯儀館，半年前舊地主將土地賣掉，新地主拆除廠房，被里民發現 後群起抗議，新地主怕引來公憤，連絡中華電信、台灣大哥大及遠傳等三家電信公司，要 求拆掉基地台，業者「從善如流」卻讓地方哀鴻遍野，業者拜託里長協調，並希望公所能 找一筆公有地來遷建基地台。  阮厚爵說，這幾天接到上百通電話陳情，表示沒有訊號及網路很不方便，民眾對基地台電 磁波有疑慮，公所的立場是居中協調，公所管理的土地第二靈安堂附近確實住戶少，但能 否在設基地台，還須研議法令，並要有鎮代會支持。  和美柑井里長陳明桓對於這兩天網路上的紛擾感到無奈，今天受訪說「不想管了」，星期 二晚上開里民大會表決。  有居民說，因家人都使用WIFI，對於訊號變得微弱沒有太大感覺，不會出席會議，也有網 友說自己住家社區附近沒基地台，「全部電信業者訊號都很弱，中華電信在室內根本沒訊 號，大家都不想裝基地台就是這樣過日子，習慣就好。」     ,2020-05-11 05:39:22
Gossiping,[問卦] 詠春拳的傳人打的過館長嗎, 最近發生了教授用詠春拳痛電不會武術的大學生，  如果今天有一個跟館長同量級的詠春拳傳人，  跑去跟館長打MMA擂台，  這詠春拳傳人能打的過館長嗎?  還是沒三分鐘就被館長KO，順便被嗆傳武沒屁用?   推 dieinvisible: 回樓上，林鳳營真的很好賣阿，靠賣飲料我又可以多買09/17 13:08 → dieinvisible: 一部跑車囉，你們繼續滅吧祝你們好運唷！對了，我的09/17 13:08 → dieinvisible: 分店很多你一定看過XD09/17 13:08 推 FoxIz:   14:40 推 dieinvisible: 回樓上你真的吃飽太閒，我也不想跟你計較，如果這樣09/17 15:09 → dieinvisible: 會讓你心情好點我也算是日行一善。   ,2020-03-28 13:40:23
Gossiping,[新聞] 獨家》陸軍台東指揮部上兵國道無照駕駛 , ※發文無1~6小標格式或未依順序任意刪除者會被刪文  1.媒體來源: 中時  2.記者署名 中時電子報 湯萱樂  3.完整新聞標題: 獨家》陸軍台東指揮部上兵國道無照駕駛 故意衝撞警察被逮  4.完整新聞內文: 陸軍台東地區指揮部混合砲兵營一名上兵，今（16）晚9點左右，駕車行徑國道三號古坑 休息區，因未繫安全帶及無照駕駛，遭警方攔查時，刻意衝撞國道警察古坑分隊攔截點後 企圖逃逸，立隨即遭警方攔截逮捕，目前已經由國道警察古坑分隊進行偵辦。  5.完整新聞連結 (或短網址):   6.備註: 無駕又衝撞 猛a    野豬騎士來囉 他穿丁字褲   ,2020-03-17 08:09:44
Gossiping,[問卦] 在摩鐵覺得怪怪的要報警嗎, 如題  我看到一男一女一起進來  這沒什麼奇怪的  男的說他只要休息三小時  有點年紀應該是人夫  女生感覺約30左右  奶有點大  這個搭配感覺怪怪的  要報警嗎？還是找記者來調查看看？   ,2020-03-12 08:18:06
Gossiping,[問卦] 討論18個月的成果, 由站方菁英高層 集思廣益討論18個月   最終拍板定案的成果     肯定經過深思熟慮 內含的意義不簡單   可是我卻看不出來其中的意義 有人可以告訴我嗎   ,2020-03-04 13:24:51
