article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0517782007,0517782,Lottie set,270,Garment Set,Garment Full body,1010001,All over pattern,42,Red,5,Bright,18,Red,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Set with a dress and leggings in soft cotton jersey. Dress with a print motif on the front, long sleeves, a seam at the hips and wide flounce at the hem. Leggings with an elasticated waist and print motif."
0517790004,0517790,Celtic top,254,Top,Garment Upper body,1010014,Placement print,51,Light Pink,1,Dusty Light,4,Pink,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Long-sleeved top in soft, printed cotton jersey with a lace trim at the hem."
0517795001,0517795,HW  Muerte Catsuit,267,Jumpsuit/Playsuit,Garment Full body,1010008,Front print,09,Black,4,Dark,5,Black,4090,Promotion/ Other /Offer,D,Divided,2,Divided,50,Divided Projects,1023,Special Offers,"Fancy dress costume in printed jersey with long sleeves, long legs and an opening with a covered button at the back of the neck."
0517813008,0517813,Aurora fluff,252,Sweater,Garment Upper body,1010008,Front print,81,Light Turquoise,1,Dusty Light,19,Green,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Top in soft, printed fleece with ribbing around the neckline, cuffs and hem."
0517813009,0517813,Aurora fluff,252,Sweater,Garment Upper body,1010008,Front print,11,Off White,1,Dusty Light,9,White,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Top in soft, printed fleece with ribbing around the neckline, cuffs and hem."
0517813010,0517813,Aurora fluff,252,Sweater,Garment Upper body,1010008,Front print,08,Dark Grey,4,Dark,12,Grey,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Top in soft, printed fleece with ribbing around the neckline, cuffs and hem."
0517813011,0517813,Aurora fluff,252,Sweater,Garment Upper body,1010008,Front print,52,Pink,7,Medium,4,Pink,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Top in soft, printed fleece with ribbing around the neckline, cuffs and hem."
0517813012,0517813,Aurora fluff,252,Sweater,Garment Upper body,1010008,Front print,11,Off White,1,Dusty Light,9,White,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Top in soft, printed fleece with ribbing around the neckline, cuffs and hem."
0517813013,0517813,Aurora fluff,252,Sweater,Garment Upper body,1010008,Front print,51,Light Pink,1,Dusty Light,4,Pink,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Top in soft, printed fleece with ribbing around the neckline, cuffs and hem."
0517813014,0517813,Aurora fluff,252,Sweater,Garment Upper body,1010014,Placement print,10,White,3,Light,9,White,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Top in soft, printed fleece with ribbing around the neckline, cuffs and hem."
0517813018,0517813,Aurora fluff,252,Sweater,Garment Upper body,1010001,All over pattern,06,Light Grey,1,Dusty Light,12,Grey,7616,Kids Girl Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1005,Jersey Fancy,"Top in soft, printed fleece with ribbing around the neckline, cuffs and hem."
0517840001,0517840,Hairy knitted mockneck,252,Sweater,Garment Upper body,1010010,Melange,07,Grey,2,Medium Dusty,12,Grey,5831,Knitwear,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1003,Knitwear,"Jumper knitted in a soft mohair blend with a small, stand-up ribbed collar, dropped shoulders and long sleeves. The jumper is made from recycled polyamide and wool."
0517880010,0517880,Giraffe scarf,80,Scarf,Accessories,1010005,Colour blocking,71,Light Blue,3,Light,2,Blue,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in a soft weave with a lightly brushed finish and fringe trims along the short sides. Size 80x200 cm.
0517880011,0517880,Giraffe scarf,80,Scarf,Accessories,1010005,Colour blocking,12,Light Beige,1,Dusty Light,11,Beige,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in a soft weave with a lightly brushed finish and fringe trims along the short sides. Size 80x200 cm.
0517880013,0517880,Giraffe scarf,80,Scarf,Accessories,1010004,Check,10,White,1,Dusty Light,9,White,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in a soft weave with a lightly brushed finish and fringe trims along the short sides. Size 80x200 cm.
0517880014,0517880,Giraffe scarf,80,Scarf,Accessories,1010005,Colour blocking,52,Pink,7,Medium,4,Pink,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Scarf in a soft weave with a lightly brushed finish and fringe trims along the short sides. Size 80x200 cm.
0517893001,0517893,Lacey Top,254,Top,Garment Upper body,1010001,All over pattern,08,Dark Grey,4,Dark,12,Grey,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Top in airy chiffon in a double layer at the front with a V-neck, racer back, lace trims at the top and an asymmetric hem. Slightly longer at the back."
0517921001,0517921,Dotty Hoodie,306,Bra,Underwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Longer hooded top in soft fleece with long raglan sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft and fluffy inside."
0517921002,0517921,Dotty Hoodie,306,Bra,Underwear,1010001,All over pattern,10,White,3,Light,9,White,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Longer hooded top in soft fleece with long raglan sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft and fluffy inside."
0517921005,0517921,Angela Hoodie (J),306,Bra,Underwear,1010001,All over pattern,71,Light Blue,1,Dusty Light,2,Blue,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Longer hooded top in soft fleece with long raglan sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft and fluffy inside."
0517931002,0517931,Angela m?gown,305,Robe,Underwear,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Knee-length dressing gown in soft fleece with a hood, side pockets and detachable tie belt at the waist."
0517931003,0517931,Angela m?gown,305,Robe,Underwear,1010001,All over pattern,06,Light Grey,1,Dusty Light,12,Grey,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Knee-length dressing gown in soft fleece with a hood, side pockets and detachable tie belt at the waist."
0517931005,0517931,Angela m?gown,305,Robe,Underwear,1010001,All over pattern,10,White,3,Light,9,White,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Knee-length dressing gown in soft fleece with a hood, side pockets and detachable tie belt at the waist."
0517931006,0517931,Angela M-gown (J),305,Robe,Underwear,1010001,All over pattern,71,Light Blue,1,Dusty Light,2,Blue,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Knee-length dressing gown in soft fleece with a hood, side pockets and detachable tie belt at the waist."
0517931007,0517931,Angela M-gown (J),305,Robe,Underwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Knee-length dressing gown in soft fleece with a hood, side pockets and detachable tie belt at the waist."
0517931010,0517931,Angela M-gown (J),305,Robe,Underwear,1010001,All over pattern,07,Grey,2,Medium Dusty,12,Grey,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Knee-length dressing gown in soft fleece with a hood, side pockets and detachable tie belt at the waist."
0517936001,0517936,Frances,306,Bra,Underwear,1010014,Placement print,06,Light Grey,1,Dusty Light,12,Grey,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Long, wide top in soft fleece with dropped shoulders, long sleeves, a kangaroo pocket and ribbing around the neckline, cuffs and hem."
0517937001,0517937,Findus Suede Glove,71,Gloves,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Suede gloves. Lined.
0517943001,0517943,Patrick Skinny Party Blz,264,Blazer,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5679,Denim wardrobe H&M man inactive from S.6,F,Menswear,3,Menswear,30,Men Other 2,1001,Unknown,"One-button satin tuxedo jacket in a cotton blend with a sheen. Shawl collar, chest pocket, jetted front pockets and three inner pockets, one with a button. Button at the cuffs and a single back vent. Lined. Skinny fit – a slightly shorter style that shapes in at the chest and tapers sharply at the waist, which combined with narrow shoulders and sleeves creates a completely fitted silhouette."
0517945001,0517945,Wolfgang Skinny Blz,264,Blazer,Garment Upper body,1010010,Melange,73,Dark Blue,4,Dark,2,Blue,5454,Suit Extended inactive from s1,F,Menswear,3,Menswear,23,Men Suits & Tailoring,1008,Dressed,"Two-button jacket in a small checked weave containing some wool with narrow notch lapels and a decorative buttonhole. Chest pocket, flap front pockets and three inner pockets, one with a button. Decorative buttons at the cuffs and a single back vent. Lined. Skinny fit – a slightly shorter style that shapes in at the chest and tapers sharply, which combined with narrow shoulders and sleeves creates a completely fitted silhouette."
0517959004,0517959,ROSIE 5p,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,51,Light Pink,3,Light,4,Pink,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
0517959007,0517959,ROSIE 5p,286,Underwear bottom,Underwear,1010001,All over pattern,91,Light Green,1,Dusty Light,19,Green,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
0517959008,0517959,ROSIE 5p,286,Underwear bottom,Underwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
0517959010,0517959,ROSIE 5p,286,Underwear bottom,Underwear,1010001,All over pattern,51,Light Pink,3,Light,4,Pink,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
0517959012,0517959,ROSIE 5p,286,Underwear bottom,Underwear,1010001,All over pattern,06,Light Grey,1,Dusty Light,12,Grey,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
0517959013,0517959,ROSIE 5p,286,Underwear bottom,Underwear,1010001,All over pattern,73,Dark Blue,7,Medium,2,Blue,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
0517959014,0517959,ROSIE 5p,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,21,Light Yellow,7,Medium,8,Yellow,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
0517959016,0517959,ROSIE 5p,286,Underwear bottom,Underwear,1010016,Solid,10,White,3,Light,9,White,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
0517959021,0517959,ROSIE 5p,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,61,Light Purple,3,Light,6,Lilac Purple,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
0517959022,0517959,ROSIE 5p,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,07,Grey,1,Dusty Light,12,Grey,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
0517959025,0517959,ROSIE 5p,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,50,Other Pink,5,Bright,4,Pink,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
0517959026,0517959,ROSIE 5p,286,Underwear bottom,Underwear,1010001,All over pattern,51,Light Pink,3,Light,4,Pink,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
0517959029,0517959,ROSIE 5p,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,10,White,3,Light,9,White,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.
0517961002,0517961,BRITTA pj (1),297,Pyjama set,Nightwear,1010012,Mixed solid/pattern,51,Light Pink,3,Light,4,Pink,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear","Pyjama top and shorts in cotton jersey. Top with a print motif and appliqués on the front and short, flounced sleeves. Shorts with an elasticated waist."
0518090005,0518090,Kim Hood,252,Sweater,Garment Upper body,1010010,Melange,07,Grey,2,Medium Dusty,12,Grey,5882,Jersey Fancy,F,Menswear,3,Menswear,55,Contemporary Street,1005,Jersey Fancy,"Top in sweatshirt fabric with a lined drawstring hood with a wrapover front. Dropped shoulders, short raw-edge sleeves layered over long sleeves with ribbed cuffs, a kangaroo pocket and raw-edge hem."
0518091001,0518091,Alva padded 2pk,306,Bra,Underwear,1010010,Melange,08,Dark Grey,4,Dark,12,Grey,3705,Mama Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Soft nursing bras in organic cotton jersey with lightly padded, opening cups with space for nursing pads. Slightly wider adjustable shoulder straps and a fastening at the back with three pairs of hooks and eyes."
0518125006,0518125,Earl Basic Bomber,262,Jacket,Garment Upper body,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor,"Lightly padded bomber jacket in woven fabric with a slight sheen. Zip down the front, flap side pockets with a press-stud and gathered seams at the back and under the arms. Ribbing around the neckline, cuffs and hem. Lined."
0518129005,0518129,Terry socks 3p,302,Socks,Socks & Tights,1010016,Solid,42,Red,7,Medium,18,Red,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,Fine-knit socks with a fold-down shaft and soft terry on the inside. (Sizes 3-7 with anti-slip protectors.)
0518131005,0518131,Fancy Boris(1),69,Cap/peaked,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,8560,Men Sport Acc,S,Sport,26,Sport,22,Men H&M Sport,1019,Accessories,"Cap with a terry sweatband inside, adjustable fastener at the back and reflective details."
0518158001,0518158,SANDRA shorts,274,Shorts,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,8397,Ladies Sport Woven,S,Sport,26,Sport,5,Ladies H&M Sport,1001,Unknown,"Short running shorts in fast-drying, breathable functional fabric. Elasticated waist with a concealed drawstring and soft mesh inner shorts with a key pocket."
0518158002,0518158,SANDRA shorts,274,Shorts,Garment Lower body,1010016,Solid,06,Light Grey,1,Dusty Light,12,Grey,8397,Ladies Sport Woven,S,Sport,26,Sport,5,Ladies H&M Sport,1001,Unknown,"Short running shorts in fast-drying, breathable functional fabric. Elasticated waist with a concealed drawstring and soft mesh inner shorts with a key pocket."
0518166001,0518166,Python Leather Glove,71,Gloves,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3519,Gloves/Hats,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Gloves in soft, supple leather with a zip at the top. Lined."
0518175001,0518175,Aggie  Wood,275,Skirt,Garment Lower body,1010016,Solid,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,Short 5-pocket skirt in stretch twill with a zip fly and button. Unlined.
0518176001,0518176,Bo puff,252,Sweater,Garment Upper body,1010011,Metallic,09,Black,4,Dark,5,Black,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Sturdy, fine-knit jumper with wide sleeves and narrow ribbing at the cuffs."
0518176003,0518176,Bo puff,252,Sweater,Garment Upper body,1010011,Metallic,52,Pink,2,Medium Dusty,4,Pink,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Sturdy, fine-knit jumper with wide sleeves and narrow ribbing at the cuffs."
0518190015,0518190,Miller slider (1),88,Flip flop,Shoes,1010008,Front print,63,Dark Purple,5,Bright,6,Lilac Purple,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Pool shoes with moulded soles.
0518190028,0518190,Miller slider (1),88,Flip flop,Shoes,1010014,Placement print,09,Black,4,Dark,5,Black,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Pool shoes with moulded soles.
0518190029,0518190,Miller slider (1),88,Flip flop,Shoes,1010014,Placement print,73,Dark Blue,4,Dark,2,Blue,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Pool shoes with moulded soles.
0518191002,0518191,Dagger sandal,91,Sandals,Shoes,1010016,Solid,09,Black,4,Dark,5,Black,3629,Shoes,F,Menswear,3,Menswear,27,Men Shoes,1020,Shoes,Imitation leather slides with a metal appliqué and crossover straps at the front. Imitation leather insoles and fluted rubber soles.
0518205003,0518205,Peony,252,Sweater,Garment Upper body,1010016,Solid,11,Off White,1,Dusty Light,9,White,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear,"Lace-knit jumper in a soft mohair blend in a slightly shorter style with long, slightly wider arms and ribbing around the neckline, cuffs and hem."
0518311001,0518311,Fancy tights 2-p,304,Underwear Tights,Socks & Tights,1010016,Solid,51,Light Pink,1,Dusty Light,4,Pink,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,Fine-knit tights in a soft cotton blend with an elasticated waist.
0518311003,0518311,Fancy tights 2-p,304,Underwear Tights,Socks & Tights,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,Fine-knit tights in a soft cotton blend with an elasticated waist.
0518318001,0518318,Pat ls shaggy flanel check,259,Shirt,Garment Upper body,1010004,Check,43,Dark Red,4,Dark,18,Red,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Checked shirt in soft cotton flannel with a turn-down collar, classic front and open chest pocket. Long sleeves and cuffs with adjustable fasteners, a yoke with a box pleat at the back and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently shaped waist to create a comfortable, tailored silhouette."
0518318002,0518318,Pat ls shaggy flanel check,259,Shirt,Garment Upper body,1010004,Check,09,Black,4,Dark,5,Black,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Checked shirt in soft cotton flannel with a turn-down collar, classic front and open chest pocket. Long sleeves and cuffs with adjustable fasteners, a yoke with a box pleat at the back and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently shaped waist to create a comfortable, tailored silhouette."
0518318003,0518318,Pat ls shaggy flanel check,259,Shirt,Garment Upper body,1010004,Check,73,Dark Blue,4,Dark,2,Blue,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Checked shirt in soft cotton flannel with a turn-down collar, classic front and open chest pocket. Long sleeves and cuffs with adjustable fasteners, a yoke with a box pleat at the back and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently shaped waist to create a comfortable, tailored silhouette."
0518328009,0518328,Mimi Superstretch,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,2,Medium Dusty,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket trousers in washed superstretch twill with a regular waist, zip fly with a button and slim legs."
0518328016,0518328,Mimi Superstretch,272,Trousers,Garment Lower body,1010016,Solid,63,Dark Purple,4,Dark,6,Lilac Purple,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket trousers in washed superstretch twill with a regular waist, zip fly with a button and slim legs."
0518328024,0518328,Mimi Superstretch,272,Trousers,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,19,Green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket trousers in washed superstretch twill with a regular waist, zip fly with a button and slim legs."
0518329007,0518329,Space Treggings,272,Trousers,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Treggings in superstretch twill with an elasticated waist, fake pockets at the front and real pockets at the back."
0518329010,0518329,Space Treggings,272,Trousers,Garment Lower body,1010016,Solid,93,Dark Green,4,Dark,20,Khaki green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Treggings in superstretch twill with an elasticated waist, fake pockets at the front and real pockets at the back."
0518329015,0518329,Space Treggings,272,Trousers,Garment Lower body,1010018,Treatment,31,Light Orange,1,Dusty Light,3,Orange,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Treggings in superstretch twill with an elasticated waist, fake pockets at the front and real pockets at the back."
0518329019,0518329,Space Treggings,272,Trousers,Garment Lower body,1010023,Denim,08,Dark Grey,4,Dark,12,Grey,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Treggings in superstretch twill with an elasticated waist, fake pockets at the front and real pockets at the back."
0518358003,0518358,Sergeant peacoat,263,Coat,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,5262,Jacket Smart,F,Menswear,3,Menswear,31,Mens Outerwear,1007,Outdoor,"Double-breasted pea coat in a felted wool blend with wide notch lapels, embossed metal buttons, welt side pockets and an inner pocket. Lined."
0518526001,0518526,Olsen knitted crew,252,Sweater,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,8758,Young Boy Knitwear,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1003,Knitwear,"Jumper in a textured cotton knit with long raglan sleeves and ribbing around the neckline, cuffs and hem."
0518526002,0518526,Olsen knitted crew,252,Sweater,Garment Upper body,1010016,Solid,08,Dark Grey,2,Medium Dusty,12,Grey,8758,Young Boy Knitwear,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1003,Knitwear,"Jumper in a textured cotton knit with long raglan sleeves and ribbing around the neckline, cuffs and hem."
0518526003,0518526,Olsen knitted crew,252,Sweater,Garment Upper body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,8758,Young Boy Knitwear,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1003,Knitwear,"Jumper in a textured cotton knit with long raglan sleeves and ribbing around the neckline, cuffs and hem."
0518529001,0518529,Mel maxi dress,265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Maxi dress in woven fabric with a V-neck front and back and narrow shoulder straps. Elasticated seam at the waist and a straight-cut, softly draping skirt with high slits in the sides. Partly lined."
0518529004,0518529,Mel maxi dress W,265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Maxi dress in woven fabric with a V-neck front and back and narrow shoulder straps. Elasticated seam at the waist and a straight-cut, softly draping skirt with high slits in the sides. Partly lined."
0518529005,0518529,Mel maxi dress W,265,Dress,Garment Full body,1010001,All over pattern,09,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Maxi dress in woven fabric with a V-neck front and back and narrow shoulder straps. Elasticated seam at the waist and a straight-cut, softly draping skirt with high slits in the sides. Partly lined."
0518529007,0518529,Mel maxi dress W,265,Dress,Garment Full body,1010001,All over pattern,72,Blue,1,Dusty Light,2,Blue,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Maxi dress in woven fabric with a V-neck front and back and narrow shoulder straps. Elasticated seam at the waist and a straight-cut, softly draping skirt with high slits in the sides. Partly lined."
0518572001,0518572,Joshua Hood,252,Sweater,Garment Upper body,1010008,Front print,73,Dark Blue,4,Dark,2,Blue,7658,Kids Boy Knitwear,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1003,Knitwear,"Jumper in a soft, fine cotton knit with a hood, long sleeves and ribbing at the cuffs and hem."
0518573002,0518573,Milano Sweater,252,Sweater,Garment Upper body,1010010,Melange,07,Grey,1,Dusty Light,12,Grey,7658,Kids Boy Knitwear,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1003,Knitwear,"Fine-knit jumper in soft merino wool with a round neck, long sleeves and ribbing at the neckline, cuffs and hem."
0518573003,0518573,Milano Sweater,252,Sweater,Garment Upper body,1010010,Melange,73,Dark Blue,7,Medium,2,Blue,7658,Kids Boy Knitwear,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1003,Knitwear,"Fine-knit jumper in soft merino wool with a round neck, long sleeves and ribbing at the neckline, cuffs and hem."
0518579004,0518579,Montana knit dress,265,Dress,Garment Full body,1010016,Solid,31,Light Orange,1,Dusty Light,3,Orange,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Knee-length, fitted dress in a soft rib knit with a v-neck."
